CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;GeographyKey;City;StateProvinceCode;StateProvinceName;CountryRegionCode;EnglishCountryRegionName;SpanishCountryRegionName;FrenchCountryRegionName;PostalCode;SalesTerritoryKey;IpAddressLocator;ResellerKey;GeographyKey;ResellerAlternateKey;Phone;BusinessType;ResellerName;NumberEmployees;OrderFrequency;OrderMonth;FirstOrderYear;LastOrderYear;ProductLine;AddressLine1;AddressLine2;AnnualSales;BankName;MinPaymentType;MinPaymentAmount;AnnualRevenue;YearOpened;ï»¿ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;PromotionKey;CurrencyKey;SalesTerritoryKey;SalesOrderNumber;SalesOrderLineNumber;RevisionNumber;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;CarrierTrackingNumber;CustomerPONumber;OrderDate;DueDate;ShipDate
16657;6;AW00016657;;Alvin;E;She;FALSE;21/3/1955;M;;M;alvin22@adventure-works.com;80000;2;0;High School;Educación secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;115 Santa Fe Street;;1 (11) 500 555-0130;11/8/2005;1-2 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;314;20110208;20110220;20110215;16657;1;6;9;SO43971;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-08 00:00:00.000;2011-02-20 00:00:00.000;2011-02-15 00:00:00.000
16657;6;AW00016657;;Alvin;E;She;FALSE;21/3/1955;M;;M;alvin22@adventure-works.com;80000;2;0;High School;Educación secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;115 Santa Fe Street;;1 (11) 500 555-0130;11/8/2005;1-2 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;314;20110208;20110220;20110215;16657;1;6;9;SO43971;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-08 00:00:00.000;2011-02-20 00:00:00.000;2011-02-15 00:00:00.000
14576;635;AW00014576;;Anna;;Price;FALSE;22/5/1968;S;;F;anna25@adventure-works.com;60000;2;2;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;0;0;3884 Beauty Street;;398-555-0123;13/8/2005;0-1 Miles;635;Renton;WA;Washington;US;United States;Estados Unidos;États-Unis;98055;1;203.0.113.128;2;635;AW00000002;170-555-0127;Specialty Bike Shop;Progressive Sports;10;A;5;2006;2008;Mountain;3207 S Grady Way;;800000;International Security;1;;80000;1976;322;20110210;20110222;20110217;14576;1;100;1;SO43979;1;1;1;6.990.982;6.990.982;0;0;4.131.463;4.131.463;6.990.982;559.279;174.775;NULL;NULL;2011-02-10 00:00:00.000;2011-02-22 00:00:00.000;2011-02-17 00:00:00.000
27759;635;AW00027759;;Alexandria;;Brooks;FALSE;10/5/1965;S;;F;alexandria25@adventure-works.com;50000;3;3;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;0;3;325 Meager Dr;;532-555-0146;20/8/2005;10+ Miles;635;Renton;WA;Washington;US;United States;Estados Unidos;États-Unis;98055;1;203.0.113.128;2;635;AW00000002;170-555-0127;Specialty Bike Shop;Progressive Sports;10;A;5;2006;2008;Mountain;3207 S Grady Way;;800000;International Security;1;;80000;1976;314;20110217;20110301;20110224;27759;1;100;1;SO44009;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-17 00:00:00.000;2011-03-01 00:00:00.000;2011-02-24 00:00:00.000
16708;6;AW00016708;;Kellie;;Sanz;FALSE;11/10/1958;S;;F;kellie17@adventure-works.com;90000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;1;3189 La Salle St.;;1 (11) 500 555-0137;22/8/2005;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;314;20110219;20110303;20110226;16708;1;6;9;SO44025;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-19 00:00:00.000;2011-03-03 00:00:00.000;2011-02-26 00:00:00.000
16708;6;AW00016708;;Kellie;;Sanz;FALSE;11/10/1958;S;;F;kellie17@adventure-works.com;90000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;1;3189 La Salle St.;;1 (11) 500 555-0137;22/8/2005;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;314;20110219;20110303;20110226;16708;1;6;9;SO44025;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-19 00:00:00.000;2011-03-03 00:00:00.000;2011-02-26 00:00:00.000
16708;6;AW00016708;;Kellie;;Sanz;FALSE;11/10/1958;S;;F;kellie17@adventure-works.com;90000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;1;3189 La Salle St.;;1 (11) 500 555-0137;22/8/2005;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;314;20110219;20110303;20110226;16708;1;6;9;SO44025;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-02-19 00:00:00.000;2011-03-03 00:00:00.000;2011-02-26 00:00:00.000
25887;633;AW00025887;;Jack;J;Collins;FALSE;24/5/1950;M;;M;jack37@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;318 Liana Lane;;945-555-0193;4/9/2005;2-5 Miles;633;Puyallup;WA;Washington;US;United States;Estados Unidos;États-Unis;98371;1;203.0.113.126;37;633;AW00000037;724-555-0161;Value Added Reseller;Two Bike Shops;14;S;6;2006;2008;Road;35525-9th Street Sw;;800000;International Security;3;600;80000;1995;346;20110304;20110316;20110311;25887;1;100;1;SO44156;1;1;1;3399.99;3399.99;0;0;19.121.544;19.121.544;3399.99;2.719.992;849.998;NULL;NULL;2011-03-04 00:00:00.000;2011-03-16 00:00:00.000;2011-03-11 00:00:00.000
14581;547;AW00014581;;Kevin;M;Adams;FALSE;21/10/1967;S;;M;kevin54@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;7961 Red Maple Ct.;;104-555-0111;6/9/2005;0-1 Miles;547;Portland;OR;Oregon;US;United States;Estados Unidos;États-Unis;97205;1;203.0.113.40;74;547;AW00000074;162-555-0166;Specialty Bike Shop;Parcel Express Delivery Service;38;A;11;2005;2005;Road;Washington Square;;1500000;United Security;3;600;150000;1983;338;20110306;20110318;20110313;14581;1;100;1;SO44166;1;1;1;6.990.982;6.990.982;0;0;4.131.463;4.131.463;6.990.982;559.279;174.775;NULL;NULL;2011-03-06 00:00:00.000;2011-03-18 00:00:00.000;2011-03-13 00:00:00.000
14581;547;AW00014581;;Kevin;M;Adams;FALSE;21/10/1967;S;;M;kevin54@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;7961 Red Maple Ct.;;104-555-0111;6/9/2005;0-1 Miles;547;Portland;OR;Oregon;US;United States;Estados Unidos;États-Unis;97205;1;203.0.113.40;56;547;AW00000056;461-555-0118;Specialty Bike Shop;Latest Accessories Sales;44;A;5;2006;2008;Road;Gateway;;1500000;Reserve Security;;;150000;1992;338;20110306;20110318;20110313;14581;1;100;1;SO44166;1;1;1;6.990.982;6.990.982;0;0;4.131.463;4.131.463;6.990.982;559.279;174.775;NULL;NULL;2011-03-06 00:00:00.000;2011-03-18 00:00:00.000;2011-03-13 00:00:00.000
13560;167;AW00013560;;Andres;T;Shan;FALSE;16/8/1969;M;;M;andres7@adventure-works.com;50000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;Im Himmelsweg 89;;1 (11) 500 555-0135;19/9/2005;0-1 Miles;167;Frankfurt am Main;SL;Saarland;DE;Germany;Alemania;Allemagne;60075;8;198.51.100.168;14;167;AW00000014;1 (11) 500 555-0167;Specialty Bike Shop;Bicycle Warehouse Inc.;22;A;6;2007;2008;Mountain;Karl Liebknecht str 299;;1000000;Reserve Security;2;;100000;2000;314;20110319;20110331;20110326;13560;1;29;8;SO44216;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-19 00:00:00.000;2011-03-31 00:00:00.000;2011-03-26 00:00:00.000
17255;6;AW00017255;;Carly;J;Nath;FALSE;3/9/1970;M;;F;carly16@adventure-works.com;100000;0;5;Partial High School;Educación secundaria (en curso);Niveau bac;Professional;Profesional;Cadre;1;4;5884 Madhatter Circle;;1 (11) 500 555-0145;19/9/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;314;20110319;20110331;20110326;17255;1;6;9;SO44221;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-19 00:00:00.000;2011-03-31 00:00:00.000;2011-03-26 00:00:00.000
17255;6;AW00017255;;Carly;J;Nath;FALSE;3/9/1970;M;;F;carly16@adventure-works.com;100000;0;5;Partial High School;Educación secundaria (en curso);Niveau bac;Professional;Profesional;Cadre;1;4;5884 Madhatter Circle;;1 (11) 500 555-0145;19/9/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;314;20110319;20110331;20110326;17255;1;6;9;SO44221;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-19 00:00:00.000;2011-03-31 00:00:00.000;2011-03-26 00:00:00.000
17255;6;AW00017255;;Carly;J;Nath;FALSE;3/9/1970;M;;F;carly16@adventure-works.com;100000;0;5;Partial High School;Educación secundaria (en curso);Niveau bac;Professional;Profesional;Cadre;1;4;5884 Madhatter Circle;;1 (11) 500 555-0145;19/9/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;314;20110319;20110331;20110326;17255;1;6;9;SO44221;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-19 00:00:00.000;2011-03-31 00:00:00.000;2011-03-26 00:00:00.000
17056;6;AW00017056;;Shaun;H;Lal;FALSE;16/9/1969;S;;M;shaun9@adventure-works.com;110000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;7754 Lafayette Street;;1 (11) 500 555-0146;22/9/2005;2-5 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;310;20110322;20110403;20110329;17056;1;6;9;SO44237;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-22 00:00:00.000;2011-04-03 00:00:00.000;2011-03-29 00:00:00.000
17056;6;AW00017056;;Shaun;H;Lal;FALSE;16/9/1969;S;;M;shaun9@adventure-works.com;110000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;7754 Lafayette Street;;1 (11) 500 555-0146;22/9/2005;2-5 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;310;20110322;20110403;20110329;17056;1;6;9;SO44237;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-22 00:00:00.000;2011-04-03 00:00:00.000;2011-03-29 00:00:00.000
17056;6;AW00017056;;Shaun;H;Lal;FALSE;16/9/1969;S;;M;shaun9@adventure-works.com;110000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;7754 Lafayette Street;;1 (11) 500 555-0146;22/9/2005;2-5 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;310;20110322;20110403;20110329;17056;1;6;9;SO44237;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-22 00:00:00.000;2011-04-03 00:00:00.000;2011-03-29 00:00:00.000
12219;188;AW00012219;;Kurt;;Nara;FALSE;14/4/1961;M;;M;kurt17@adventure-works.com;10000;1;0;Bachelors;Licenciatura;Bac + 4;Manual;Obrero;Ouvrier;1;0;1584 S. Forest Hill;;1 (11) 500 555-0187;24/9/2005;0-1 Miles;188;Roncq;59;Nord;FR;France;Francia;France;59223;7;198.51.100.189;49;188;AW00000049;1 (11) 500 555-0181;Value Added Reseller;Neighborhood Bicycle Storehouse;10;S;6;2007;2008;Touring;"69, boulevard Tremblay";;800000;Reserve Security;;;80000;1989;312;20110324;20110405;20110331;12219;1;39;7;SO44246;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-03-24 00:00:00.000;2011-04-05 00:00:00.000;2011-03-31 00:00:00.000
28598;359;AW00028598;;Wyatt;A;Russell;FALSE;13/6/1955;M;;M;wyatt69@adventure-works.com;30000;1;0;High School;Educación secundaria;Bac + 2;Clerical;Administrativo;Employé;1;1;9189 Shannon Ln.;;503-555-0135;3/10/2005;2-5 Miles;359;San Diego;CA;California;US;United States;Estados Unidos;États-Unis;92102;4;192.0.2.106;77;359;AW00000077;128-555-0148;Specialty Bike Shop;Mechanical Products Ltd.;37;A;5;2006;2008;Road;22555 Paseo De Las Americas;;1500000;Reserve Security;1;;150000;1975;314;20110402;20110414;20110409;28598;1;100;4;SO44327;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-04-02 00:00:00.000;2011-04-14 00:00:00.000;2011-04-09 00:00:00.000
18193;6;AW00018193;;Louis;C;Yuan;FALSE;22/12/1975;S;;M;louis24@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;2;8313 Canyon Creek Drive;;1 (11) 500 555-0191;10/10/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;313;20110409;20110421;20110416;18193;1;6;9;SO44370;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-04-09 00:00:00.000;2011-04-21 00:00:00.000;2011-04-16 00:00:00.000
18193;6;AW00018193;;Louis;C;Yuan;FALSE;22/12/1975;S;;M;louis24@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;2;8313 Canyon Creek Drive;;1 (11) 500 555-0191;10/10/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;313;20110409;20110421;20110416;18193;1;6;9;SO44370;1;1;1;3578.27;3578.27;0;0;21.712.942;21.712.942;3578.27;2.862.616;894.568;NULL;NULL;2011-04-09 00:00:00.000;2011-04-21 00:00:00.000;2011-04-16 00:00:00.000
